Marca;Modelo;Tipo;Combustível;Impacto;Custo;Ano;Km;Cor;Cor_Tipo;Nº Portas;Dimensão;Capacidade_Carga;Ar Condicionado;Tipo de Caixa;Tração;Cavalos;Preço;Tecnologia;Segurança
Tesla;Model S;SUPERCAR;Gasolina;Baixo;Elevado;2016;177146;Branco;Cromado;5;Pequeno;Pequeno;Sim;Automática;Dianteira;145;47339.95;"AssistenteEstacionamento;PainelDigital;EcoMode;SOS;AssitenciaArranque;GPS;Autopilot;CruiseControl";"AssistenteTravagem;ABS;AssitenciaTrajetoria;ControleTração;Airbags"
Porsche;Taycan;SUPERCAR;Gasolina;Baixo;Elevado;1998;216817;Prata;Fluorescente;3;Pequeno;Pequeno;Não;Automática;Traseira;170;20930.1;"GPS;EcoMode;AssistenteEstacionamento;AssitenciaArranque";"ABS;AssistenteTravagem;AssitenciaTrajetoria;Airbags;ControleTração"
Volkswagen;Polo;SUV;Gasolina;Baixo;Elevado;2021;50012;Azul;Cromado;5;Grande;Grande;Sim;Automática;Dianteira;580;61377.88;"GPS;PainelDigital;CruiseControl;AssistenteEstacionamento;AssitenciaArranque;EcoMode";"Airbags;ControleTração;AssistenteTravagem;ABS"
Porsche;Panamera;SUV;Diesel;Alto;Normal;2003;228760;Prata;Metalico;5;Grande;Grande;Sim;Automática;Dianteira;274;86959.51;"AssistenteEstacionamento;CruiseControl;GPS";"AssistenteTravagem;AssitenciaTrajetoria;ABS;Airbags;ControleTração"
Tesla;Model S;CUV;Diesel;Alto;Normal;2006;244051;Cinza;Fosco;3;Grande;Grande;Não;Manual;Dianteira;261;70028.13;"AssistenteEstacionamento;Autopilot;PainelDigital;EcoMode;AssitenciaArranque";"ControleTração;Airbags;AssitenciaTrajetoria;AssistenteTravagem"
Ford;Fiesta;SUV;Gasolina;Baixo;Elevado;2001;227835;Verde;Fosco;5;Grande;Grande;Não;Manual;Dianteira;481;82011.55;"EcoMode;SOS;Autopilot;CruiseControl;PainelDigital;AssistenteEstacionamento;AssitenciaArranque;GPS";"ControleTração;AssistenteTravagem;AssitenciaTrajetoria"
Chevrolet;Spark;SUPERCAR;Diesel;Alto;Normal;1996;187598;Azul;Prolado;5;Pequeno;Pequeno;Não;Automática;Traseira;278;90889.65;"CruiseControl;SOS;PainelDigital";"ControleTração;AssitenciaTrajetoria;Airbags;ABS;AssistenteTravagem"
Mercedes;GLC;COUPE;Diesel;Alto;Normal;2013;166695;Prata;Fluorescente;3;Pequeno;Pequeno;Sim;Manual;Traseira;559;81482.12;"SOS;Autopilot;GPS;EcoMode;AssitenciaArranque";"Airbags;AssitenciaTrajetoria;ControleTração;AssistenteTravagem;ABS"
Audi;Q5;SUV;Gasolina;Baixo;Elevado;2022;55745;Prata;Prolado;3;Grande;Grande;Sim;Automática;Traseira;413;32221.83;"PainelDigital;CruiseControl;GPS;AssitenciaArranque";"ABS;AssitenciaTrajetoria;ControleTração"
Tesla;Model Y;COUPE;Gasolina;Baixo;Elevado;2013;119218;Prata;Prolado;3;Pequeno;Pequeno;Sim;Automática;Dianteira;531;13829.89;"GPS;EcoMode;CruiseControl;AssitenciaArranque;SOS";"Airbags;ABS;ControleTração;AssitenciaTrajetoria"
BMW;5 Series;Sedan;Diesel;Alto;Normal;2010;101170;Vermelho;Fosco;3;Pequeno;Grande;Sim;Manual;4x4;462;50989.99;"AssistenteEstacionamento;PainelDigital;SOS;AssitenciaArranque;Autopilot;EcoMode";"AssistenteTravagem;Airbags;ABS"
Porsche;Macan;CUV;Elétrico;Sustentável;Baixo;2017;48982;Cinza;Cromado;3;Grande;Grande;Sim;Manual;4x4;68;6358.56;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Audi;Q7;SUV;Elétrico;Sustentável;Baixo;2023;48967;Preto;Prolado;5;Grande;Grande;Sim;Automática;Dianteira;96;57204.02;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Mercedes;E-Class;Sedan;Diesel;Alto;Normal;2022;35819;Branco;Metalico;3;Pequeno;Grande;Sim;Manual;4x4;583;34035.06;"EcoMode;Autopilot;AssistenteEstacionamento;AssitenciaArranque;SOS;PainelDigital;GPS";"ControleTração;AssistenteTravagem;AssitenciaTrajetoria"
Tesla;Model X;Sedan;Diesel;Alto;Normal;2022;36962;Cinza;Prolado;3;Pequeno;Grande;Sim;Automática;Dianteira;213;71757.27;"SOS;EcoMode;GPS;AssitenciaArranque;Autopilot";"ABS;Airbags;AssistenteTravagem;ControleTração"
Audi;Q7;Hatch Back;Gasolina;Baixo;Elevado;2018;100863;Verde;Fluorescente;5;Pequeno;Grande;Sim;Automática;Dianteira;203;93542.49;"AssistenteEstacionamento;CruiseControl;GPS;AssitenciaArranque;SOS;Autopilot;EcoMode;PainelDigital";"AssitenciaTrajetoria;ABS;AssistenteTravagem;Airbags"
Tesla;Model 3;CUV;Gasolina;Baixo;Elevado;2020;140060;Prata;Cromado;3;Grande;Grande;Sim;Manual;4x4;177;70051.12;"SOS;GPS;CruiseControl;PainelDigital;Autopilot";"ControleTração;AssitenciaTrajetoria;ABS"
Volkswagen;Golf;SUV;Elétrico;Sustentável;Baixo;2020;36824;Prata;Fluorescente;3;Grande;Grande;Sim;Automática;4x4;551;3397.39;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Audi;Q7;CUV;Elétrico;Sustentável;Baixo;2020;58150;Vermelho;Fluorescente;3;Grande;Grande;Sim;Manual;4x4;151;75032.82;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Audi;A4;SUPERCAR;Elétrico;Sustentável;Baixo;2021;46574;Azul;Fluorescente;3;Pequeno;Pequeno;Sim;Manual;Traseira;334;58743.46;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Audi;TT;SUV;Diesel;Alto;Normal;2018;120732;Vermelho;Metalico;3;Grande;Grande;Sim;Manual;Traseira;516;114930.14;"AssistenteEstacionamento;PainelDigital;CruiseControl;GPS;EcoMode;AssitenciaArranque;Autopilot";"Airbags;AssitenciaTrajetoria;ABS;AssistenteTravagem"
Honda;Accord;Sedan;Gasolina;Baixo;Elevado;2015;153818;Prata;Metalico;3;Pequeno;Grande;Sim;Manual;Traseira;400;52906.91;"AssitenciaArranque;AssistenteEstacionamento;Autopilot;PainelDigital;SOS;CruiseControl";"AssitenciaTrajetoria;ABS;Airbags"
Volkswagen;Polo;SUV;Gasolina;Baixo;Elevado;2023;34459;Vermelho;Cromado;5;Grande;Grande;Sim;Automática;Dianteira;211;19374.46;"GPS;PainelDigital;SOS;Autopilot";"AssitenciaTrajetoria;ABS;ControleTração;Airbags"
Toyota;Camry;COUPE;Gasolina;Baixo;Elevado;2016;67037;Preto;Fosco;3;Pequeno;Pequeno;Sim;Automática;4x4;144;90747.6;"AssitenciaArranque;AssistenteEstacionamento;EcoMode;SOS;Autopilot;CruiseControl;PainelDigital;GPS";"AssistenteTravagem;ABS;AssitenciaTrajetoria;Airbags"
Tesla;Model 3;Sedan;Gasolina;Baixo;Elevado;2015;108539;Vermelho;Cromado;3;Pequeno;Grande;Sim;Manual;Traseira;283;7578.4;"EcoMode;SOS;PainelDigital;Autopilot;CruiseControl;AssitenciaArranque;AssistenteEstacionamento";"ControleTração;AssitenciaTrajetoria;Airbags;ABS"
BMW;5 Series;CUV;Gasolina;Baixo;Elevado;2018;146759;Cinza;Fosco;5;Grande;Grande;Sim;Manual;Traseira;478;103185.62;"AssistenteEstacionamento;Autopilot;PainelDigital";"AssitenciaTrajetoria;ControleTração;ABS;AssistenteTravagem"
Ford;Fiesta;Sedan;Elétrico;Sustentável;Baixo;2018;56723;Azul;Fosco;5;Pequeno;Grande;Sim;Automática;Dianteira;481;76979.44;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Tesla;Model 3;COUPE;Diesel;Alto;Normal;2017;143495;Azul;Prolado;3;Pequeno;Pequeno;Sim;Manual;Traseira;435;43574.23;"AssitenciaArranque;AssistenteEstacionamento;GPS";"AssistenteTravagem;ControleTração;ABS"
Toyota;Camry;COUPE;Elétrico;Sustentável;Baixo;2020;34586;Preto;Fluorescente;5;Pequeno;Pequeno;Sim;Automática;Traseira;478;57078.33;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Toyota;RAV4;SUV;Gasolina;Baixo;Elevado;1999;239969;Branco;Metalico;5;Grande;Grande;Não;Automática;Dianteira;569;3049.19;"CruiseControl;EcoMode;AssistenteEstacionamento";"ControleTração;AssistenteTravagem;Airbags;ABS"
Tesla;Model Y;CUV;Diesel;Alto;Normal;2022;51309;Prata;Metalico;3;Grande;Grande;Sim;Manual;Dianteira;162;62251.49;"AssistenteEstacionamento;GPS;PainelDigital;EcoMode;SOS;Autopilot";"AssitenciaTrajetoria;ControleTração;ABS"
BMW;5 Series;CUV;Gasolina;Baixo;Elevado;2007;154206;Cinza;Prolado;5;Grande;Grande;Não;Manual;4x4;523;105112.13;"Autopilot;CruiseControl;AssistenteEstacionamento;SOS;PainelDigital;GPS;EcoMode";"ABS;Airbags;ControleTração"
Volkswagen;Jetta;COUPE;Elétrico;Sustentável;Baixo;2022;51820;Prata;Fluorescente;5;Pequeno;Pequeno;Sim;Automática;Traseira;236;118365.97;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Mercedes;GLC;SUV;Gasolina;Baixo;Elevado;2019;111262;Cinza;Prolado;5;Grande;Grande;Sim;Manual;Dianteira;303;102795.64;"SOS;EcoMode;PainelDigital;GPS";"ControleTração;AssitenciaTrajetoria;ABS"
Volkswagen;Tiguan;SUPERCAR;Gasolina;Baixo;Elevado;2003;193097;Azul;Prolado;5;Pequeno;Pequeno;Sim;Automática;4x4;74;19026.43;"AssitenciaArranque;SOS;AssistenteEstacionamento;GPS";"ControleTração;Airbags;AssistenteTravagem;ABS"
BMW;5 Series;SUV;Gasolina;Baixo;Elevado;2006;155638;Prata;Metalico;3;Grande;Grande;Sim;Automática;4x4;118;42138.27;"GPS;CruiseControl;AssitenciaArranque";"Airbags;AssitenciaTrajetoria;ABS;ControleTração;AssistenteTravagem"
BMW;X5;CUV;Elétrico;Sustentável;Baixo;2020;34752;Verde;Fosco;5;Grande;Grande;Sim;Automática;Traseira;142;27999.98;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Volkswagen;Passat;CUV;Elétrico;Sustentável;Baixo;2016;49086;Preto;Fosco;5;Grande;Grande;Sim;Automática;Dianteira;144;111059.58;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Ford;Mustang;Sedan;Elétrico;Sustentável;Baixo;2021;44074;Vermelho;Cromado;3;Pequeno;Grande;Sim;Automática;Dianteira;473;90273.06;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Chevrolet;Cruze;CUV;Gasolina;Baixo;Elevado;2017;157821;Branco;Fluorescente;5;Grande;Grande;Sim;Manual;Traseira;136;55212.93;"AssistenteEstacionamento;GPS;SOS;Autopilot;CruiseControl;EcoMode;AssitenciaArranque;PainelDigital";"ABS;Airbags;ControleTração;AssitenciaTrajetoria"
Porsche;Macan;COUPE;Diesel;Alto;Normal;1997;202609;Branco;Fluorescente;5;Pequeno;Pequeno;Sim;Manual;Traseira;371;95227.32;"GPS;Autopilot;EcoMode;PainelDigital;AssistenteEstacionamento;CruiseControl;SOS";"ControleTração;AssitenciaTrajetoria;ABS"
Audi;TT;SUV;Diesel;Alto;Normal;2003;218881;Vermelho;Metalico;3;Grande;Grande;Não;Automática;4x4;307;93191.44;"EcoMode;AssitenciaArranque;GPS;CruiseControl;PainelDigital;SOS;AssistenteEstacionamento;Autopilot";"Airbags;AssitenciaTrajetoria;ControleTração"
Porsche;Macan;COUPE;Gasolina;Baixo;Elevado;1998;179529;Azul;Prolado;5;Pequeno;Pequeno;Sim;Manual;4x4;258;118997.21;"AssitenciaArranque;EcoMode;PainelDigital;Autopilot";"ControleTração;AssistenteTravagem;AssitenciaTrajetoria"
Mercedes;E-Class;Hatch Back;Diesel;Alto;Normal;2009;95690;Vermelho;Cromado;3;Pequeno;Grande;Sim;Automática;Dianteira;191;37837.44;"EcoMode;AssistenteEstacionamento;AssitenciaArranque;Autopilot;SOS";"ControleTração;ABS;AssistenteTravagem"
Ford;Focus;Sedan;Gasolina;Baixo;Elevado;2001;174300;Branco;Prolado;3;Pequeno;Grande;Sim;Automática;Dianteira;312;38665.73;"GPS;CruiseControl;AssitenciaArranque;PainelDigital";"AssitenciaTrajetoria;ABS;AssistenteTravagem;ControleTração"
Audi;A4;SUPERCAR;Gasolina;Baixo;Elevado;2022;55043;Cinza;Cromado;3;Pequeno;Pequeno;Sim;Automática;Dianteira;305;78788.05;"Autopilot;GPS;AssistenteEstacionamento;AssitenciaArranque;PainelDigital;SOS";"AssitenciaTrajetoria;ABS;ControleTração;AssistenteTravagem"
Audi;A3;Sedan;Diesel;Alto;Normal;2003;167462;Cinza;Fosco;3;Pequeno;Grande;Não;Manual;Dianteira;458;91883.77;"SOS;Autopilot;EcoMode;AssistenteEstacionamento;PainelDigital;AssitenciaArranque";"AssitenciaTrajetoria;Airbags;ControleTração;ABS;AssistenteTravagem"
Toyota;Corolla;Hatch Back;Diesel;Alto;Normal;2016;88498;Branco;Fosco;5;Pequeno;Grande;Sim;Automática;4x4;444;56056.35;"SOS;PainelDigital;AssistenteEstacionamento;GPS;Autopilot;AssitenciaArranque;EcoMode;CruiseControl";"AssitenciaTrajetoria;Airbags;ControleTração"
Toyota;RAV4;CUV;Diesel;Alto;Normal;2020;170228;Vermelho;Metalico;5;Grande;Grande;Sim;Automática;4x4;222;84520.66;"SOS;AssitenciaArranque;PainelDigital;AssistenteEstacionamento";"AssitenciaTrajetoria;AssistenteTravagem;ABS;ControleTração;Airbags"
Toyota;Camry;SUPERCAR;Gasolina;Baixo;Elevado;2005;180020;Preto;Prolado;3;Pequeno;Pequeno;Sim;Automática;Dianteira;164;46532.09;"AssitenciaArranque;Autopilot;CruiseControl;EcoMode;AssistenteEstacionamento;SOS;PainelDigital;GPS";"ABS;Airbags;AssistenteTravagem"
Ford;Fiesta;Hatch Back;Diesel;Alto;Normal;2023;44769;Verde;Prolado;5;Pequeno;Grande;Sim;Automática;Traseira;554;53490.73;"GPS;PainelDigital;SOS;AssitenciaArranque;AssistenteEstacionamento;CruiseControl;Autopilot;EcoMode";"AssitenciaTrajetoria;AssistenteTravagem;Airbags;ControleTração"
Audi;A4;Hatch Back;Diesel;Alto;Normal;2017;97277;Vermelho;Metalico;3;Pequeno;Grande;Sim;Manual;Dianteira;106;44745.52;"AssitenciaArranque;GPS;SOS;Autopilot";"ControleTração;AssitenciaTrajetoria;ABS;AssistenteTravagem;Airbags"
BMW;X3;Sedan;Gasolina;Baixo;Elevado;2010;119265;Verde;Fluorescente;5;Pequeno;Grande;Sim;Automática;4x4;283;17851.52;"AssitenciaArranque;GPS;CruiseControl;EcoMode";"ControleTração;AssistenteTravagem;ABS;Airbags"
Toyota;RAV4;Hatch Back;Diesel;Alto;Normal;2006;182972;Azul;Metalico;3;Pequeno;Grande;Sim;Manual;4x4;103;62662.97;"AssitenciaArranque;EcoMode;SOS;Autopilot;AssistenteEstacionamento";"AssitenciaTrajetoria;ControleTração;AssistenteTravagem;Airbags"
Porsche;Panamera;SUV;Elétrico;Sustentável;Baixo;2022;34178;Cinza;Fosco;3;Grande;Grande;Sim;Automática;Dianteira;128;104959.46;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Ford;Escape;CUV;Elétrico;Sustentável;Baixo;2016;58593;Azul;Fosco;5;Grande;Grande;Sim;Automática;4x4;396;31410.18;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Mercedes;GLE;CUV;Elétrico;Sustentável;Baixo;2017;30090;Vermelho;Fluorescente;5;Grande;Grande;Sim;Manual;4x4;383;104372.4;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Tesla;Model 3;Sedan;Elétrico;Sustentável;Baixo;2019;44811;Vermelho;Fluorescente;3;Pequeno;Grande;Sim;Automática;Dianteira;511;91953.19;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Volkswagen;Jetta;Hatch Back;Gasolina;Baixo;Elevado;2010;161255;Verde;Cromado;5;Pequeno;Grande;Sim;Automática;4x4;264;29719.59;"PainelDigital;AssistenteEstacionamento;CruiseControl";"AssistenteTravagem;Airbags;ABS;ControleTração"
BMW;i8;CUV;Diesel;Alto;Normal;2008;156930;Preto;Prolado;5;Grande;Grande;Sim;Automática;Traseira;333;29132.28;"Autopilot;EcoMode;CruiseControl;PainelDigital;SOS;AssistenteEstacionamento;AssitenciaArranque;GPS";"AssitenciaTrajetoria;ABS;ControleTração;AssistenteTravagem"
Chevrolet;Tahoe;CUV;Elétrico;Sustentável;Baixo;2021;46836;Branco;Metalico;5;Grande;Grande;Sim;Automática;4x4;456;50274.58;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Mercedes;C-Class;Hatch Back;Gasolina;Baixo;Elevado;2009;158653;Verde;Metalico;3;Pequeno;Grande;Sim;Automática;Traseira;395;30718.55;"SOS;EcoMode;Autopilot;CruiseControl";"AssistenteTravagem;ControleTração;Airbags"
Tesla;Model S;Sedan;Diesel;Alto;Normal;2001;218480;Prata;Metalico;5;Pequeno;Grande;Sim;Manual;4x4;592;111234.87;"Autopilot;EcoMode;PainelDigital;SOS;AssistenteEstacionamento;CruiseControl;AssitenciaArranque;GPS";"ABS;Airbags;AssistenteTravagem"
Volkswagen;Jetta;Sedan;Gasolina;Baixo;Elevado;2009;97278;Prata;Prolado;3;Pequeno;Grande;Sim;Automática;Traseira;486;54675.01;"AssitenciaArranque;Autopilot;SOS";"ABS;AssitenciaTrajetoria;AssistenteTravagem;ControleTração"
Toyota;RAV4;SUV;Diesel;Alto;Normal;2017;124410;Cinza;Metalico;5;Grande;Grande;Sim;Automática;Dianteira;373;16478.47;"PainelDigital;GPS;EcoMode;AssitenciaArranque;SOS;AssistenteEstacionamento;CruiseControl";"AssistenteTravagem;ABS;Airbags;AssitenciaTrajetoria;ControleTração"
Mercedes;A-Class;COUPE;Elétrico;Sustentável;Baixo;2021;45361;Branco;Prolado;5;Pequeno;Pequeno;Sim;Manual;4x4;462;33902.4;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Volkswagen;Polo;COUPE;Elétrico;Sustentável;Baixo;2021;50562;Vermelho;Prolado;3;Pequeno;Pequeno;Sim;Manual;Traseira;599;66874.37;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Tesla;Model S;SUV;Gasolina;Baixo;Elevado;1998;181172;Branco;Cromado;5;Grande;Grande;Não;Manual;Dianteira;213;50464.87;"EcoMode;AssistenteEstacionamento;CruiseControl";"ABS;Airbags;AssistenteTravagem;AssitenciaTrajetoria;ControleTração"
BMW;3 Series;SUV;Elétrico;Sustentável;Baixo;2020;59711;Cinza;Prolado;3;Grande;Grande;Sim;Automática;Dianteira;335;7090.29;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Audi;TT;SUV;Diesel;Alto;Normal;2018;104351;Branco;Fosco;5;Grande;Grande;Sim;Manual;Traseira;459;39016.97;"AssitenciaArranque;Autopilot;CruiseControl;EcoMode;PainelDigital";"AssistenteTravagem;ABS;ControleTração"
Ford;Fiesta;SUPERCAR;Elétrico;Sustentável;Baixo;2020;46928;Branco;Fluorescente;3;Pequeno;Pequeno;Sim;Automática;Dianteira;127;50510.19;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
BMW;i8;SUV;Diesel;Alto;Normal;1998;209038;Azul;Fluorescente;5;Grande;Grande;Não;Automática;Dianteira;432;18317.6;"EcoMode;GPS;AssitenciaArranque;AssistenteEstacionamento;SOS;PainelDigital;Autopilot";"AssistenteTravagem;Airbags;AssitenciaTrajetoria"
Honda;HR-V;Hatch Back;Diesel;Alto;Normal;2016;80472;Verde;Prolado;3;Pequeno;Grande;Sim;Manual;Dianteira;101;68009.0;"Autopilot;AssistenteEstacionamento;SOS;CruiseControl;GPS";"Airbags;ControleTração;AssistenteTravagem;AssitenciaTrajetoria"
BMW;i8;COUPE;Gasolina;Baixo;Elevado;2011;169587;Prata;Prolado;5;Pequeno;Pequeno;Sim;Manual;Dianteira;151;70014.6;"SOS;AssitenciaArranque;Autopilot;GPS;CruiseControl";"Airbags;AssitenciaTrajetoria;AssistenteTravagem;ControleTração"
Toyota;Yaris;COUPE;Gasolina;Baixo;Elevado;2011;130451;Branco;Fluorescente;5;Pequeno;Pequeno;Sim;Automática;4x4;335;89296.94;"Autopilot;PainelDigital;EcoMode;GPS";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Honda;Fit;Hatch Back;Elétrico;Sustentável;Baixo;2019;36249;Preto;Prolado;5;Pequeno;Grande;Sim;Automática;Dianteira;549;103280.69;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Volkswagen;Passat;Hatch Back;Diesel;Alto;Normal;2023;38096;Preto;Fluorescente;5;Pequeno;Grande;Sim;Automática;4x4;127;31952.95;"CruiseControl;AssistenteEstacionamento;EcoMode;GPS;AssitenciaArranque;Autopilot;PainelDigital";"AssitenciaTrajetoria;AssistenteTravagem;ControleTração;ABS"
Ford;Fiesta;Sedan;Diesel;Alto;Normal;2007;241240;Azul;Metalico;3;Pequeno;Grande;Sim;Automática;Traseira;215;44402.84;"SOS;Autopilot;GPS;CruiseControl;EcoMode;AssistenteEstacionamento";"ControleTração;ABS;Airbags;AssitenciaTrajetoria;AssistenteTravagem"
Chevrolet;Malibu;Sedan;Elétrico;Sustentável;Baixo;2022;51424;Cinza;Prolado;5;Pequeno;Grande;Sim;Manual;Dianteira;442;77681.9;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Toyota;Camry;COUPE;Gasolina;Baixo;Elevado;2008;72789;Cinza;Fosco;3;Pequeno;Pequeno;Sim;Automática;Dianteira;366;17074.96;"CruiseControl;Autopilot;GPS";"AssitenciaTrajetoria;AssistenteTravagem;ABS;Airbags;ControleTração"
Audi;Q7;SUPERCAR;Elétrico;Sustentável;Baixo;2018;31277;Verde;Fluorescente;3;Pequeno;Pequeno;Sim;Automática;Traseira;151;65279.62;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Toyota;Prius;SUV;Diesel;Alto;Normal;2015;137822;Branco;Prolado;3;Grande;Grande;Sim;Automática;Dianteira;494;70348.95;"PainelDigital;SOS;GPS;AssistenteEstacionamento;Autopilot";"ABS;Airbags;AssistenteTravagem;ControleTração;AssitenciaTrajetoria"
Mercedes;C-Class;Sedan;Elétrico;Sustentável;Baixo;2022;33633;Cinza;Cromado;5;Pequeno;Grande;Sim;Automática;4x4;406;76952.38;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Ford;Focus;SUV;Elétrico;Sustentável;Baixo;2019;39897;Prata;Metalico;5;Grande;Grande;Sim;Manual;Dianteira;346;31153.44;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Porsche;Taycan;SUPERCAR;Diesel;Alto;Normal;2006;240349;Vermelho;Fluorescente;3;Pequeno;Pequeno;Não;Automática;Dianteira;251;41269.57;"AssistenteEstacionamento;EcoMode;AssitenciaArranque";"ControleTração;Airbags;AssistenteTravagem"
